ein,tax_period,form_type,total_revenue,total_expenses,total_assets_end,total_liabilities_end,net_assets_end,avg_revenue_3yr,avg_expenses_3yr,num_filings_in_3yr
580633977,202406,990,28946813,28553934,35834634,9658090,26176544,N/A,N/A,1
580633982,202312,990,643697,571689,1029650,203934,825716,N/A,N/A,1
580669998,202312,990,4264807,3875849,3562735,530838,3031897,N/A,N/A,1
580685908,202406,990,28386725,24186323,41549319,2574356,38974963,N/A,N/A,1
580827091,202312,990,1259643,772309,13498801,13494,13485307,N/A,N/A,1
580898309,202403,990,15197283,23392980,36957712,3775589,33182123,N/A,N/A,1
580912346,202312,990,279654,271089,8565,0,8565,220537.0,223126.67,3
581126894,202306,990,4674636,4578578,1390697,884214,506483,N/A,N/A,1
581211155,202306,990,1681661,1684931,892877,84142,808735,N/A,N/A,1
581216007,202306,990,90628907,92654319,131062650,101660963,29401687,N/A,N/A,1
581249683,202312,990,50984721,49556765,62761218,49735662,13025556,N/A,N/A,1
581260812,202403,990,5841700,5735816,7823859,2053888,5769971,N/A,N/A,1
581291607,202403,990,2535509,2308872,3883260,170626,3712634,N/A,N/A,1
581298813,202312,990,717514,647130,300109,71445,228664,N/A,N/A,1
581303476,202312,990,1159191,1187649,1056364,11378,1044986,N/A,N/A,1
581340903,202306,990,6830533,7600226,2904572,933151,1971421,N/A,N/A,1
581341839,202312,990,441992,989097,1275899,450515,825384,N/A,N/A,1
581354139,202306,990,4546657,4517984,2071211,155541,1915670,N/A,N/A,1
581363100,202305,990,38280060,40883680,64258036,9612599,54645437,N/A,N/A,1
581366725,202312,990,826021,837580,657279,0,657279,N/A,N/A,1
581380597,202312,990,645055,633319,234528,12357,222171,N/A,N/A,1
581399331,202312,990,297433,302479,505230,0,505230,N/A,N/A,1
581410754,202312,990,1230462,836090,2827322,7795,2819527,N/A,N/A,1
581413015,202306,990,300434,44662,193067,1900,191167,N/A,N/A,1
581437002,202312,990,1201910256,1037513821,1826473329,112170358,1714302971,N/A,N/A,1
581475965,202312,990,275330,321367,198188,86373,111815,N/A,N/A,1
581484537,202406,990,1796201,1773671,1017705,0,1017705,N/A,N/A,1
581492325,202306,990,5261341,8395024,113444079,2611758,110832321,N/A,N/A,1
581495078,202312,990,377217,432525,29193,0,29193,N/A,N/A,1
581497354,202312,990,1621942,1680968,10709588,0,10709588,N/A,N/A,1
581514031,202312,990,1650392,1740614,80751,35000,45751,N/A,N/A,1
581532300,202312,990,8192098,7384256,13610629,2954875,10655754,N/A,N/A,1
581535692,202309,990,22861084,22270864,6964517,2807603,4156914,N/A,N/A,1
581558881,202312,990,844046,877557,983906,408287,575619,N/A,N/A,1
581574323,202312,990,850540,867359,373655,63320,310335,N/A,N/A,1
581584784,202312,990,1092460,933480,741162,12284,728878,N/A,N/A,1
581585542,202312,990,36866699,27904144,94144240,16458422,77685818,N/A,N/A,1
581596738,202309,990,625689,662909,742044,1285,740759,N/A,N/A,1
581605736,202312,990,7480507,7100138,9054751,909704,8145047,N/A,N/A,1
581613534,202309,990,736330,404580,2129126,7678,2121448,N/A,N/A,1
581620187,202312,990,948810,1039494,1134931,4355,1130576,N/A,N/A,1
581651250,202312,990,306460,233893,465814,6429,459385,N/A,N/A,1
581685015,202312,990,472592,736900,559300,27576,531724,N/A,N/A,1
581730035,202406,990,6458471,7063800,2554735,814900,1739835,6609676.5,7331017.5,2
581748786,202306,990,5305110,3574136,5898526,123495,5775031,N/A,N/A,1
581752875,202312,990,432134,438390,410086,20679,389407,N/A,N/A,1
581758477,202312,990,4945462,4015973,4426741,42181,4384560,N/A,N/A,1
581825259,202306,990,177759227,166950038,350359128,24524491,325834637,N/A,N/A,1
581859610,202312,990,1899279,1969014,770823,396806,374017,N/A,N/A,1
581878195,202312,990,488507,336210,891610,0,891610,N/A,N/A,1
581898818,202312,990,1093742,1110413,1414647,30541,1384106,N/A,N/A,1
581925867,202406,990,743165,742421,393312,39682,353630,N/A,N/A,1
581930302,202212,990,649069,690789,119775,9110,110665,N/A,N/A,1
581934939,202312,990,315100,179447,487920,0,487920,N/A,N/A,1
581938833,202312,990,459771,257983,2057255,1017,2056238,N/A,N/A,1
581944204,202312,990,792882,677671,525588,0,525588,N/A,N/A,1
581966767,202312,990,363140,320772,138019,25172,112847,N/A,N/A,1
581967768,202312,990,788158,888178,298613,-3028,301641,N/A,N/A,1
581970351,202312,990,181192,125038,792746,0,792746,N/A,N/A,1
581970866,202310,990,1240666,1285086,1073723,272,1073451,N/A,N/A,1
581988777,202306,990,5876996,5034466,11749227,3945765,7803462,N/A,N/A,1
581991483,202312,990,2469341,2619464,1340144,4207,1335937,N/A,N/A,1
581995651,202309,990,1793867,1792880,457852,93899,363953,N/A,N/A,1
581996497,202312,990,269464,159469,2815749,240000,2575749,N/A,N/A,1
581999311,202312,990,413626,262889,1056735,417,1056318,N/A,N/A,1
582003177,202312,990,735523,759166,869638,4937,864701,N/A,N/A,1
582010185,202309,990,1548086,1666208,1352308,47285,1305023,N/A,N/A,1
582020025,202312,990,332877,0,133008,6654,126354,N/A,N/A,1
582022074,202309,990,71497,94505,104779,1357,103422,N/A,N/A,1
582022855,202312,990,428487,390134,240866,0,240866,N/A,N/A,1
582040774,202406,990,305837,342360,906239,2195602,-1289363,N/A,N/A,1
582057480,202312,990,335439,306853,342722,3474,339248,N/A,N/A,1
582062133,202312,990,321075,20507,1696313,0,1696313,N/A,N/A,1
582066174,202312,990,515457,442456,1025511,584045,441466,N/A,N/A,1
582068167,202312,990,283400,306014,188835,3060,185775,N/A,N/A,1
582079672,202312,990,254265,239657,564117,840,563277,N/A,N/A,1
582116590,202312,990,684653,734789,626398,11191,615207,N/A,N/A,1
582134253,202312,990,12067934,11788643,3221828,70020,3151808,N/A,N/A,1
582147253,202312,990,461189,414402,3806467,2245236,1561231,447448.67,258150.33,3
582164446,202312,990,403877,1061071,253498,1815691,-1562193,N/A,N/A,1
582165492,202312,990,617745,679719,1604223,222567,1381656,N/A,N/A,1
582179060,202312,990,1492794,1106209,4314388,195000,4119388,N/A,N/A,1
582181292,202309,990,2270004,2275711,1649737,71941,1577796,N/A,N/A,1
582194642,202312,990,22879454,19225605,43984212,4657799,39326413,N/A,N/A,1
582194943,202307,990,27243274,28573373,4644111,2144264,2499847,N/A,N/A,1
582205600,202312,990,2045960,1866559,3793758,824517,2969241,N/A,N/A,1
582229086,202312,990,272408,278310,244450,74354,170096,N/A,N/A,1
582252295,202406,990,3288164,3612178,1192848,591737,601111,3275118.5,3367841.5,2
582254017,202312,990,272806,322245,240341,5025,235316,N/A,N/A,1
582255104,202312,990,1121876,930650,2873492,0,2873492,N/A,N/A,1
582269644,202312,990,396254,441547,126812,0,126812,N/A,N/A,1
582271826,202312,990,329295,292464,115279,0,115279,N/A,N/A,1
582272902,202312,990,1982462,2277555,5818176,201876,5616300,N/A,N/A,1
582299589,202312,990,2952908,2970145,3397684,1120457,2277227,N/A,N/A,1
582303464,202312,990,312729,344829,227635,0,227635,N/A,N/A,1
582312223,202212,990,2202111,1734219,4974151,978410,3995741,N/A,N/A,1
582345963,202312,990,735839,705019,232167,24877,207290,N/A,N/A,1
582352770,202303,990,466398,439499,907021,25500,881521,N/A,N/A,1
582354383,202312,990,360100,317796,42304,0,42304,312481.33,282980.67,3
582358627,202312,990,918510,964805,535449,149984,385465,N/A,N/A,1
582362123,202312,990,17021179,12321349,42929027,411949,42517078,N/A,N/A,1
582373761,202312,990,381827,395337,1009894,7346,1002548,N/A,N/A,1
582377878,202406,990,903788,748674,1182032,219554,962478,N/A,N/A,1
582381032,202312,990,985033,1290839,179289,26102,153187,N/A,N/A,1
582400240,202312,990,1523118,1449590,514558,92175,422383,N/A,N/A,1
582429274,202312,990,611045,815944,684303,3784,680519,N/A,N/A,1
582430412,202312,990,1497152,1506474,1773059,1486132,286927,N/A,N/A,1
582435696,202312,990,640653,720778,792162,34778,757384,N/A,N/A,1
582456306,202312,990,308995,284013,139573,4562,135011,N/A,N/A,1
582475470,202312,990,783225,875894,159150,3208,155942,N/A,N/A,1
582485924,202312,990,1397255,1261195,959966,220478,739488,N/A,N/A,1
582490202,202312,990,899653,862797,497473,843,496630,N/A,N/A,1
582508208,202312,990,602037,646214,105176,20899,84277,N/A,N/A,1
582509728,202312,990,4766971,5198800,2528957,211589,2317368,N/A,N/A,1
582509965,202312,990,2516729,2631167,2034648,80556,1954092,N/A,N/A,1
582530323,202312,990,435732,372720,142957,0,142957,N/A,N/A,1
582535153,202306,990,7673339,6901588,9405641,341845,9063796,N/A,N/A,1
582552607,202312,990,191287,270056,961833,261998,699835,N/A,N/A,1
582553019,202212,990,514412,515549,411053,325609,85444,N/A,N/A,1
582556775,202312,990,4762713,4572771,4203135,1247415,2955720,N/A,N/A,1
582558589,202312,990,752448,752887,105448,26511,78937,N/A,N/A,1
582558599,202312,990,2498435,1295810,19263672,18453,19245219,N/A,N/A,1
582558653,202312,990,662502,678153,1035100,225852,809248,N/A,N/A,1
582559114,202312,990,371778,365670,0,0,0,N/A,N/A,1
582559217,202312,990,569057,653583,439799,6831,432968,N/A,N/A,1
582572609,202312,990,858842,834587,66598,19159,47439,N/A,N/A,1
582578177,202312,990,2164493,2073762,707275,27064,680211,N/A,N/A,1
582588619,202312,990,885097,718619,1623581,6198,1617383,N/A,N/A,1
582590069,202312,990,363861,320506,186045,0,186045,N/A,N/A,1
582594498,202312,990,1044401,889863,10013395,5434383,4579012,1068220.0,799258.5,2
582615661,202312,990,2131672,1199353,11781931,29963,11751968,N/A,N/A,1
582648860,202312,990,547053,428750,898637,435245,463392,N/A,N/A,1
582654000,202312,990,558259,662578,1324769,716571,608198,N/A,N/A,1
582655669,202312,990,1694414,1695359,1454971,183434,1271537,N/A,N/A,1
582655939,202312,990,28363443,15747792,106694718,1397291,105297427,N/A,N/A,1
582661418,202312,990,825976,810148,1762881,0,1762881,N/A,N/A,1
582666820,202312,990,4531084,4455984,1250140,86,1250054,N/A,N/A,1
582668513,202312,990,325428,232501,99514,0,99514,N/A,N/A,1
582673475,202312,990,950348,920696,1584094,3919,1580175,N/A,N/A,1
586029882,202312,990,594639,208566,4754887,0,4754887,N/A,N/A,1
586033170,202312,990,1021447,613166,13563358,0,13563358,N/A,N/A,1
586044761,202306,990,37003469,40097338,49008098,30281888,18726210,N/A,N/A,1
586048060,202306,990,1724719,1361725,2992624,24092,2968532,N/A,N/A,1
586065089,202408,990,3245420,2966608,2423980,0,2423980,N/A,N/A,1
590624364,202306,990,194970612,204090548,214695876,84955568,129740308,N/A,N/A,1
590624373,202306,990,4155154,3540488,5414566,435060,4979506,N/A,N/A,1
590624401,202305,990,164767465,164207263,308595580,50625192,257970388,N/A,N/A,1
590624412,202306,990,190889661,189944057,384273459,279943576,104329883,N/A,N/A,1
590624416,202306,990,245230702,254996021,663746635,174666306,489080329,N/A,N/A,1
590624440,202305,990,213680720,209256855,843613833,254696614,588917219,N/A,N/A,1
590624459,202305,990,408224642,361352137,1034183001,272836231,761346770,N/A,N/A,1
590637903,202305,990,122797140,118530683,403414324,175587183,227827141,N/A,N/A,1
590651086,202206,990,24717287,15288331,27595834,1599638,25996196,N/A,N/A,1
590668483,202306,990,50419718,49018014,84253989,10852233,73401756,N/A,N/A,1
590696299,202312,990,850069,775078,13812248,0,13812248,N/A,N/A,1
590704726,202306,990,102222024,102226385,231294562,103564021,127730541,N/A,N/A,1
590722789,202305,990,126271820,128834464,133674608,85892652,47781956,N/A,N/A,1
590737882,202305,990,32938126,27215678,74801846,8197338,66604508,N/A,N/A,1
590751905,202306,990,24012005,27605599,44240912,6642244,37598668,N/A,N/A,1
590859121,202306,990,143870290,141142633,240364807,60442170,179922637,N/A,N/A,1
590936101,202306,990,702956238,601659234,1443112700,443266123,999846577,N/A,N/A,1
590949880,202306,990,86049003,72928855,204440989,107567923,96873066,N/A,N/A,1
590972013,202406,990,16127603,11789606,62887884,2644674,60243210,14292195.5,11566820.0,2
591023117,202306,990,146004996,147308356,205073464,75907136,129166328,N/A,N/A,1
591023985,202212,990,1097318,651356,1679043,19894,1659149,N/A,N/A,1
591092732,202306,990,161436330,141222958,311756131,74095769,237660362,N/A,N/A,1
591146751,202306,990,36775998,35410151,54643771,10167861,44475910,N/A,N/A,1
591148710,202312,990,7244417,7135033,235268966,221110425,14158541,N/A,N/A,1
591157081,202306,990,96123775,91970921,250976712,74912381,176064331,N/A,N/A,1
591197022,202406,990,4303758,4235912,8344114,939549,7404565,4506845.0,4246432.5,2
591237047,202306,990,146564490,157818050,242805284,101065523,141739761,N/A,N/A,1
591269611,202312,990,2880098,2924123,9358374,1664624,7693750,N/A,N/A,1
591407629,202306,990,6389065,5444969,6279632,482977,5796655,N/A,N/A,1
591571122,202307,990,7029811,7062260,23676964,13688985,9987979,N/A,N/A,1
591582799,202306,990,16476455,12315896,28086261,8132862,19953399,N/A,N/A,1
591623437,202309,990,2897886,3439995,4958543,1681370,3277173,N/A,N/A,1
591722768,202312,990,5222688,4518292,9370605,4614090,4756515,N/A,N/A,1
591742351,202312,990,396239,435771,10179,725,9454,N/A,N/A,1
591766535,202312,990,465822,386455,323762,0,323762,N/A,N/A,1
591780058,202312,990,270177,284955,1341806,0,1341806,N/A,N/A,1
591802917,202312,990,4380141,5075757,3928921,1150635,2778286,N/A,N/A,1
591841899,202306,990,935261,742913,2612811,143003,2469808,N/A,N/A,1
591852741,202312,990,390888,423981,150773,2779,147994,N/A,N/A,1
591888374,202212,990,1194956,1295632,1990043,0,1990043,N/A,N/A,1
591934365,202312,990,4407224,4332388,380964,0,380964,N/A,N/A,1
591957632,202312,990,404712,82357,692017,0,692017,N/A,N/A,1
592000887,202309,990,503220,482207,1694782,35759,1659023,N/A,N/A,1
592044508,202312,990,2835590,2361744,15404963,10366403,5038560,N/A,N/A,1
592139553,202305,990,19934681,21090566,32455547,20682306,11773241,N/A,N/A,1
592161558,202406,990,1160993,1808774,7575343,3529634,4045709,1941417.67,1881190.67,3
592226813,202312,990,347525,150930,804293,0,804293,N/A,N/A,1
592309180,202312,990,485601,426797,2576440,0,2576440,N/A,N/A,1
592447438,202312,990,325753,270552,184557,0,184557,N/A,N/A,1
592757346,202407,990,7621609,7242195,5291305,1692220,3599085,N/A,N/A,1
592843731,202312,990,309659,391643,45678,0,45678,N/A,N/A,1
592873802,202212,990,846219,1239990,8404476,2983399,5421077,N/A,N/A,1
592898115,202309,990,62884,58326,16277,0,16277,N/A,N/A,1
592960955,202312,990,706268,626228,4334215,1379867,2954348,N/A,N/A,1
592961536,202306,990,35901560,32534708,36914716,21633684,15281032,N/A,N/A,1
592980721,202312,990,518840,466419,4297385,715670,3581715,N/A,N/A,1
592983071,202312,990,505559,472367,207571,35211,172360,N/A,N/A,1
593009352,202312,990,414285,331734,975827,3182,972645,N/A,N/A,1
593013293,202312,990,280538,325224,346069,2277,343792,N/A,N/A,1
593046205,202312,990,457534,518317,843433,174206,669227,N/A,N/A,1
593048894,202312,990,4721612,3337460,2358518,0,2358518,N/A,N/A,1
593069793,202212,990,38827725,36959428,46276102,20074176,26201926,N/A,N/A,1
593089492,202312,990,676172,694829,1830174,5498,1824676,N/A,N/A,1
593104330,202212,990,409200,399739,1647305,51797,1595508,N/A,N/A,1
593108041,202312,990,467580,438735,870307,0,870307,N/A,N/A,1
593133748,202312,990,288666,278149,315757,0,315757,N/A,N/A,1
593150545,202312,990,1007558,1120921,279128,7259,271869,N/A,N/A,1
593154670,202312,990,1368561,1370640,1516538,1589572,-73034,N/A,N/A,1
593178628,202312,990,3824327,3908670,3567255,778202,2789053,N/A,N/A,1
593195534,202212,990,7671369,905861,9647479,85655,9561824,N/A,N/A,1
593237140,202312,990,460288,475941,1021556,182435,839121,N/A,N/A,1
593239650,202306,990,684958,578248,1113236,857581,255655,N/A,N/A,1
593271754,202306,990,2073974,2934895,45543900,668993,44874907,N/A,N/A,1
593274817,202312,990,4318923,2460583,25582978,0,25582978,N/A,N/A,1
593297746,202312,990,415310,332958,0,0,0,N/A,N/A,1
593319814,202312,990,10594141,10379737,7669029,6214890,1454139,N/A,N/A,1
593359547,202303,990,6623585,8005367,2850590,5631247,-2780657,N/A,N/A,1
593378972,202306,990,352472,297960,2818012,297044,2520968,N/A,N/A,1
593388634,202212,990,683456,113889,58470551,93440,58377111,N/A,N/A,1
593390220,202409,990,1380035,1768128,3575686,1672,3574014,N/A,N/A,1
593407780,202312,990,291461,277273,433810,2589,431221,N/A,N/A,1
593426484,202312,990,1438280,732383,5244113,9689,5234424,N/A,N/A,1
593460663,202312,990,492939,646854,587560,0,587560,N/A,N/A,1
593461702,202312,990,305305,273644,163385,4147,159238,N/A,N/A,1
593470531,202312,990,306099,345171,164282,5367,158915,N/A,N/A,1
593480276,202312,990,278853,326257,209568,0,209568,N/A,N/A,1
593488709,202312,990,581521,386689,534751,11019,523732,N/A,N/A,1
593493493,202212,990,5630573,6221197,1414503,521890,892613,N/A,N/A,1
593495112,202309,990,701951,827801,2046364,4047,2042317,N/A,N/A,1
593505072,202312,990,397463,479422,552442,0,552442,N/A,N/A,1
593508679,202312,990,436544,416474,137537,0,137537,N/A,N/A,1
593562280,202305,990,3294431,2536471,14104711,5405536,8699175,N/A,N/A,1
593564028,202312,990,282131,282209,238125,0,238125,301903.5,297055.0,2
593564506,202312,990,781248,707283,116088,0,116088,N/A,N/A,1
593576254,202306,990,1037334,1114289,883639,109811,773828,N/A,N/A,1
593581170,202406,990,717769,1051158,800103,26571,773532,681882.5,999320.5,2
593597100,202312,990,343779,338803,520481,0,520481,N/A,N/A,1
593615642,202305,990,4958143,4992974,675022,1448764,-773742,N/A,N/A,1
593620346,202306,990,10063668,13301724,8131058,13674701,-5543643,N/A,N/A,1
593628499,202312,990-EZ,83099,88692,1188,0,1188,N/A,N/A,1
593629589,202312,990,598982,615972,1101647,719016,382631,613656.0,619444.0,2
593638273,202306,990,569136,528654,1624846,36381,1588465,N/A,N/A,1
593639536,202312,990,674518,495564,3993452,0,3993452,N/A,N/A,1
593644816,202312,990,408713,366467,1011400,0,1011400,423792.0,372955.5,2
593645285,202312,990,3369711,650026,3294192,110,3294082,N/A,N/A,1
593655712,202312,990,175156,164309,64969,0,64969,N/A,N/A,1
593667070,202312,990,354869,337419,31725,0,31725,N/A,N/A,1
593681794,202312,990,460736,479970,843293,19999,823294,N/A,N/A,1
593700027,202312,990,251113,260183,446881,39484,407397,N/A,N/A,1
593704883,202312,990,612905,525998,276431,13147,263284,N/A,N/A,1
593724904,202312,990,227414,163899,297851,0,297851,N/A,N/A,1
593733155,202406,990,319636,248405,1664837,456160,1208677,N/A,N/A,1
593734402,202312,990,286610,253350,847074,1604,845470,N/A,N/A,1
593760724,202312,990,340263,387922,659654,1128,658526,N/A,N/A,1
593781326,202312,990,473173,712516,2006167,40379,1965788,N/A,N/A,1
593800059,202312,990,483132,678760,680294,3892,676402,769282.0,811135.5,2
593815377,202312,990,875525,662219,5946430,1444399,4502031,N/A,N/A,1
593820892,202312,990,986635,987357,2378794,8693,2370101,N/A,N/A,1
593839212,202312,990,543841,522559,107167,0,107167,N/A,N/A,1
596046500,202406,990,222506045,205194552,409277325,143194222,266083103,217097829.5,200351611.0,2
596155069,202306,990,3461460,4356227,8027524,3657037,4370487,N/A,N/A,1
596173284,202312,990,2480890,2524838,946644,18409,928235,N/A,N/A,1
596605703,202406,990,2488783,14048254,12825466,304017,12521449,8120891.5,16649229.0,2
610444650,202306,990,157457303,134094613,1976552784,109710394,1866842390,N/A,N/A,1
610444671,202306,990,105077497,130151264,669389150,201009421,468379729,N/A,N/A,1
610444695,202306,990,66932324,70053703,82678143,39852286,42825857,N/A,N/A,1
